Unnamed: 0,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context,sentiment
189177,Oder in die Ernährungswirtschaft!,SPD,Ulrich Kelber,GRÜNE,Bärbel Höhn,2008-04-10,86806,t und Müller sind nach ihrer Tätigkeit im Ministerium in die Energiewirtschaft gewechselt. Gleichzeitig arbeiten heute viele Mitarbeiter der Energiekonzerne im Ministerium. Der Bundesrechnungshof hat dieseEntwicklung kritisch aufgegriffen. Wir wollen den Wechsel von Politikern in die Energielobby  (,-1
412132,Für Hass und Hetze!,AfD,von Storch,GRÜNE,Schahina Gambir,2022-11-22,187628,"skriminierungsstelle des Bundes zu stärken. Wir haben hier nicht nur zusätzliche Stellen geschaffen, sondern auch die Mittel insgesamt um ein Vielfaches erhöht, (Zurufe von der AfD) damit wir eine Aufstockung erreichen, die sich sehen lassen kann. Insgesamt sind es über 7,5 Millionen Euro. (Beatrix ",-1
324186,Stimmt nicht!,GRÜNE,Renate Künast,CDU/CSU,Hermann Färber,2017-12-12,146048," Zeit nicht zur Verfügung gestanden. (Harald Ebner [GRÜNE]: Wie schade!) Ich möchte Sie aber daran erinnern, dass Sie selbst damals als Bundesministerin vor 15 Jahren der Verlängerung der Zulassung von Glyphosat zugestimmt haben. (Beifall bei der CDU/CSU und der AfD sowie bei Abgeordneten der FDP – ",-1
345909,Was? So viele?,DIE LINKE,Matthias W. Birkwald,DIE LINKE,Anke Domscheit-Berg,2019-03-13,156255,"U-Wahl gehen werden. (Beifall bei der LINKEN) Auf die Europaabgeordneten der Linken ist jedenfalls Verlass. Sie stimmten geschlossen gegen diese Reform – aber leider nur sie; denn am 12. September 2018 hoben im EU-Parlament 100 Prozent der CDU/CSU-Abgeordneten, zwei Drittel aller Sozialdemokraten, (",-1
34394,Die müssen doch  aus eigenem Antrieb hier sein! Unglaub lich!,SPD,von Larcher,CDU/CSU,Joachim Hörster,1995-01-26,21815,"gsmitglieder im Vertrauen darauf nicht  anwesend sind;  (Beifall bei der CDU/CSU und der FDP)  denn wir haben überhaupt keine Probleme, Herr  Kollege Scharping, uns mit der Arbeitsmarktpolitik,  die Sie dort betreiben, wo Sie sie zu verantworten  haben, in den Ländern, auseinanderzusetzen.  (Detlef ",-1
185991,"Na, na! Darüber  müssen Sie schwadronieren!",DIE LINKE,Frank Spieth,CDU/CSU,Peter Weiß,2008-01-17,85175," zur Kenntnis genommen werden und mit dem die notwendigen Maßnahmen bekämpft werden. Für die Linke scheint der Begriff der Generationengerechtigkeit überhaupt nicht zu existieren. Wenn ich lese, was Sie uns hier vorgelegt haben, frage ich mich: Hat die Linke überhaupt einen Sinn für Gerechtigkeit? (",-1
191201,Vergleichen Sie mal die  Leistungen!,FDP,Jan Mücke,DIE LINKE,Dr. Gregor Gysi,2008-05-30,87919,"t, dem ein Viertel eines Unternehmens gehört. Der Renditedruck wird zunehmen.  Weil Sie auch über die positiven Veränderungen bei der Bahn gesprochen haben, fordere ich Sie auf, einmal zu vergleichen, was eine Bahnfahrkarte vor 15 Jahren oder vor zehn Jahren gekostet hat und was sie heute kostet.  (",-1
238187,Aber wir tun es ja nicht!,FDP,Otto Fricke,SPD,Bettina Hagedorn,2011-06-30,106992,"r die „Schuldenbremse“ ein schwer zu verstehender Begriff ist, verstanden werden möchte. Es geht darum – das verstehen die Menschen –, dass Sie durch Ihre freie Interpretation, die von den Sachverständigen nicht geteilt wird, die Chance haben, zusätzlich 50 Milliarden Euro an Krediten aufzunehmen. (",-1
18877,"Das ist nicht, wie bei  Neckermann eine Reise zu buchen!",SPD,<unknown>,CDU/CSU,Heinz Schemken,1993-03-03,11333,"n. Der Entwurf ist angekündigt worden. Der  Minister hat dies auch in Bundesratsinitiativen übergebracht. Es ist im Vermittlungsausschuß im November beraten worden. Das sind nicht zwei, sondern  mittlerweile vier Monate. Diese Maßnahmen laufen  bis September, und dann könnten die Länder eintreten.  ",-1
6463,Während des  Haushalts?,SPD,Ingrid Matthäus-Maier,SPD,Harald B. Schäfer,1991-11-27,3976,"rt?  Sind die Abfallberge kleiner geworden? Geht es beim  Klimaschutz voran? Haben wir eine ökologisch ausgerichtete Verkehrspolitik? Auf all diese Fragen kann  heute doch niemand — auch nicht Herr Töpfer, der  derzeit in Sachen Klimaschutz in Australien, Indonesien und Neuseeland unterwegs ist —  (",-1
337507,Das stimmt überhaupt nicht!,GRÜNE,Dr. Franziska Brantner,AfD,Martin Hebner,2018-10-17,152367,"Brexit, stand das Ziel im Vordergrund, zu bestrafen, abzuschrecken und eine Nachahmung zu verhindern, weil – das hat auch Frau Nahles vorhin hier geäußert – sich das nicht wiederholen dürfe. Wie die „FAZ“ im Weiteren richtig erkannt hat, haben die Briten sich bewegt, aber die EU keinen Zentimeter. (",-1
278757,Richtig!,CDU/CSU,Volker Kauder,CDU/CSU,Dr. Hans-Peter Uhl,2014-02-21,124688,"nd nehmen keine Aufträge an! – Zuruf der Abg. Halina Wawzyniak [DIE LINKE])  Diese Berufsbeschreibung ist außergewöhnlich. Sie ist von einer gewissen Erhabenheit. Ich kenne keine andere Berufsbeschreibung, die so formuliert ist. Wer diesem hohen Anspruch gerecht wird, soll gerecht belohnt werden.  (",-1
16160,Jede Reise beginnt mit  dem ersten Schritt!,FDP,<unknown>,FDP,Dr. Sigrid Hoth,1992-11-26,9491,"Ich habe nicht davon  gesprochen, daß die bereitgestellten Mittel ausreichend sind, sondern ich habe — Sie können das im  Protokoll nachlesen — die Summe von 21 Millionen  DM erwähnt, die für das Jahr 1993 bereitgestellt  worden ist,  ",-1
269404,Hinweisen ist  nicht genug!,DIE LINKE,Stefan Liebich,CDU/CSU,Gunther Krichbaum,2013-03-14,119891,atürlich auch die gesetzgebende Gewalt – sich untereinander ausbalancieren und nicht die  eine Gewalt sich die andere gefügig machen darf. Es  darf sich auch nicht die eine Gewalt der anderen überstülpen. Das darf in einer Demokratie nicht geschehen.  Darauf müssen wir hinweisen können und dürfen. (,-1
248377,2015!,CDU/CSU,Ernst Hinsken,GRÜNE,Kerstin Andreae,2012-01-19,111090,"rlegen, ob dort Bedingungen formuliert werden. Was Herr Untersteller sagt, ist: Wenn es uns nicht gelingt, jetzt die Energiewende forciert voranzutreiben und diesen Umbau wirklich hinzubekommen, dann stehen wir 2050 vor der Situation, dass wir nicht wissen – – (Dr. Michael Fuchs [CDU/CSU]: 2015! –  ",-1
431195,Der ist doch gar nicht Mitglied! Der war gar nicht drin!,AfD,Gerold Otten,SPD,Jan Dieren,2023-06-15,193824,"zen? Wurde das irgendwann aufgeklärt? (Jürgen Coße [SPD]: Nein!) Dann gibt es da noch die Gewaltvorfälle von Andreas Kalbitz, der angeblich einem anderen AfD-Mitglied die Milz zerschlagen hat. (Stephan Brandner [AfD]: Oje! Der ist doch gar nicht in der AfD! Der ist eher in der SPD als in der AfD! – ",-1
66429,"Wenn das der neue politische Stil ist, dann Glückwunsch!",CDU/CSU,Thomas Strobl,SPD,Peter Dreßen,1999-03-04,42042,"ugen, weil Ihnen Sachverständige, Wissenschaftler sowie Vertreter der Gewerkschaften und der Arbeitgeber sagen konnten, was sie wollten – Sie haben nicht einen Punkt, nicht ein Komma geändert. Also auch hier entsteht ein neuer politischer Stil, und das ist auch so in Ordnung. (Beifall bei der SPD – ",-1
435562,Nein! Das war eure Politik! Ihr habt die Grundlage gelegt!,GRÜNE,Dr. Sebastian Schäfer,CDU/CSU,Anja Karliczek,2023-09-05,195074,"eginnen und Kollegen! Über Geld ist an dieser Stelle schon viel gesprochen worden. Ich möchte einen anderen Aspekt beleuchten. Aktuell erleben wir vonseiten der Bundesregierung eine Politik, die unsere Wirtschaft zunehmend in Schieflage bringt und die das Gegenteil von dem tut, was sie propagiert. (",-1
146599,Das haben Sie uns hinterlassen!,SPD,Jörg Tauss,CDU/CSU,Klaus-Peter Willsch,2004-11-23,69026,"es: Der Hauptgrund für die wenig zufriedenstellende Entwicklung der technologischen Leistungsfähigkeit Deutschlands liegt in unzureichenden Zukunftsinvestitionen in Forschung und Entwicklung, Bildung und Informationstechnik und unmittelbar damit verknüpft einem schrumpfenden Humankapitalvorsprung. (",-1
74431,Was ist mit Vilshofen?,FDP,Dirk Niebel,SPD,Gerhard Schröder,1999-11-24,45530,"eine solche Politik tatsächlich betreibt, betreibt man die Spaltung der Gesellschaft in Alt und Jung. Das darf um Gottes willen nicht sein. (Beifall bei der SPD und dem GRÜNE) Von der bitteren Situation belehrt, haben wir deshalb gesagt: Wir verlangen von den älteren Menschen einen Solidarbeitrag. (",-1
457199,Wie Ihr Bundeshaushalt!,CDU/CSU,Dr. Martin Plum,FDP,Katrin Helling-Plahr,2024-03-21,201729,"rachtung nicht richtig gut gemacht. (Beifall bei der FDP und dem GRÜNE – Dr. Martin Plum [CDU/CSU]: Wie Ihr Bundeshaushalt!) Sie haben schlicht nicht weit genug gedacht, und Sie haben die Warnungen der Sachverständigen ignoriert – Augen zu und mit dem Kopf durch die Wand, allen Bedenken zum Trotz. (",-1
11986,So ein Quatsch!,FDP,<unknown>,DIE LINKE,Dr. Uwe-Jens Heuer,1992-06-17,6982,"hr ins Gefängnis  gekommen, weil sie die Aktion „Frohe Ferien für alle  Kinder"" organisiert haben, bei der Leute aus der  Bundesrepublik Deutschland mit Zügen der Bundesbahn in die DDR geschickt worden sind. Dafür, daß sie diese Züge organisiert haben, haben die Leute ein  Jahr Gefängnis bekommen!  ",-1
167683,So lange kennen wir uns doch noch gar nicht!,GRÜNE,Renate Künast,SPD,Joachim Stünker,2006-06-30,76418,"chüsse zurückzuverweisen und von Fachpolitikern neu bewerten zu lassen. Ich vermute, wenn wir das machten, hörten wir in zwei Jahren genau dieselben Reden wie heute Morgen.  (Dr. Norbert Röttgen [CDU/CSU]: Die hören  wir schon seit 20 Jahren!) – Richtig, diese Reden hören wir schon seit 20 Jahren. (",-1
307642,Deshalb sollten Sie mitmachen!,CDU/CSU,Dr. Thomas Feist,GRÜNE,Kai Gehring,2016-05-13,138301,"o zementiert. Es ist eine schlecht organisierte Lotterie mit schlechten Gewinnchancen für alle. Besonders schlecht sind die Stipendienchancen in strukturschwachen Regionen, an kleinen und privaten Hochschulen und für Leute, die Fächer studieren, die für die Wirtschaft wenig interessant erscheinen. (",-1
438194,Die Leute sind auch nicht gekündigt worden und standen nicht auf der Straße!,CDU/CSU,Tino Sorge,SPD,Martina Stamm-Fibich,2023-09-21,195778," So ist es! Dauerhaft!) Und ja, wir wussten alle miteinander, dass es nicht ganz einfach werden würde. Wir haben uns alle einen Kopf gemacht, übrigens auch schon in der letzten Legislatur. Auch da wusste der Minister, dass es nicht ganz so einfach werden würde mit der Überführung in eine Stiftung. (",-1
65304,Vier Tage Anhörung!,SPD,Joachim Poß,CDU/CSU,Gerda Hasselfeldt,1999-02-23,41682,"dem Parlament insgesamt und mit den Sachverständigen. (Joachim Poß [SPD]: Sie mißbrauchen sie für Ihre politischen Ziele!) Ich hoffe, daß Sie das künftig anders machen; denn dies, meine Damen und Herren, ist alles andere als eine geregelte und seriöse Gesetzgebungsarbeit. (Beifall bei der CDU/CSU – ",-1
214928,Das zeigt sie eben  nicht!,SPD,Joachim Poß,CDU/CSU,Dr. Mathias Middelberg,2010-03-25,98099,"n der Kommunen verbessern. (Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP) Sie reden sich ein, Sie hätten durch allerlei Hinzurechnungen die Gewerbesteuer und damit die Einnahmesituation der Kommunen stabilisiert. Gerade die derzeitige Krisensituation zeigt, dass das völliger Unsinn ist;  (",-1
207840,Thema verfehlt!,SPD,Joachim Poß,FDP,Carl-Ludwig Thiele,2009-12-04,96072,"3,5 Milliarden Euro steigen.  (Joachim Poß [SPD]: Thema verfehlt!) Wenn man hinzunimmt, dass der Staat dann auch auf der Ausgabenseite weniger auszugeben hat, kommen wir auf einen Finanzierungssaldo von 12 bis 13 Milliarden Euro.  (Dr. Barbara Hendricks [SPD]: Was hat das mit Ihrem Gesetz zu tun? – ",-1
171642,"Ja, klar!",FDP,Ina Lenke,SPD,Dr. Frank Schmidt,2006-11-21,78253,"PD und der CDU/CSU) Lieber Otto Fricke, ich möchte noch etwas in Sachen Mehrgenerationenhäuser – unser Geburtstagskind telefoniert gerade; das kann man am Geburtstag noch in Kauf nehmen – erwähnen. Das von Ihnen, Frau Bundesministerin von der Leyen, ins Leben gerufene Programm ist wohl ein Renner. (",-1
28963,Da wird der Herr  Opel ausgeschlossen!,CDU/CSU,Michael Glos,CDU/CSU,Volker Rühe,1994-03-03,17984,"kt stehen. Aber  natürlich müssen wir die Verbindung zu unserer Rolle  ziehen. Herr Duve hat gesagt, eine Regierung Scharping hätte die Abschüsse der serbischen Maschinen  ebenso gebilligt —  (Freimut Duve [SPD]: Wie das Präsidium der  SPD!)  — genau, das wollte ich sagen — wie das SPD Präsidium.  (",-1
383098,Reine Bewerbungsrede für den Bundeskanzler! Falsche Veranstaltung!,AfD,Karsten Hilse,SPD,Olaf Scholz,2021-02-12,174056,"ung für sie noch einmal deutlich verlängern und ihnen damit Hoffnung geben. (Lachen bei Abgeordneten der FDP – Zuruf des Abg. Otto Fricke [FDP] – Zuruf von der AfD: Wahlkampfveranstaltung!) Den Unternehmen helfen wir, indem wir den Verlustrücktrag noch einmal weiter ausbauen. (Beifall bei der SPD – ",-1
129565,Sie schafft sie!,CDU/CSU,Wolfgang Zöller,GRÜNE,Krista Sager,2003-11-06,63469,"en worden!) dann frage ich mich, warum Sie die Herzog- Kommission überhaupt eingesetzt haben. Die Vorschläge dieser Kommission lagen nach denen der Rürup-Kommission vor.  Herr Seehofer, ich komme zu einer anderen bitteren Wahrheit. Sie haben behauptet, Rot-Grün würde von Schwierigkeiten ablenken.  (",-1
313951,Das wird ihn sicher treffen!,GRÜNE,Kerstin Andreae,CDU/CSU,Dr. Joachim Pfeiffer,2016-11-24,141310,"Aber sie bedarf natürlich einer gebotenen Antwort darauf. Die wollen wir dann nicht abkürzen. Was es mit dem Kollegen Fuchs zu tun hat, weiß ich nicht. Den lassen wir jetzt einmal außen vor. (",-1
199205,"Dann ist es nicht mehr  universal, oder?",SPD,Iris Gleicke,GRÜNE,Kerstin Andreae,2009-01-29,91740,"it einem Paketdienstleister oder einem Briefzusteller macht. (Lydia Westrich [SPD]: Das ist doch keine  Universaldienstleistung!) Kerstin AndreaeIch finde den Vorschlag, den Sie gemacht haben, sinnvoll. Überlegen Sie sich, ob Sie diese Universaldienstleistungsverordnung in Teilbereiche aufteilen.  (",-1
332330,Sie wiederholen sich!,DIE LINKE,Ulla Jelpke,AfD,Dr. Gottfried Curio,2018-06-15,150253," abgelehnter Asylbewerber ohnehin kein Fall für Integration, sondern abzuschieben. (Steffi Lemke [GRÜNE]: Reden Sie doch mal über Frauenmorde insgesamt!) Aber selbst ein Mord ist nur Anlass für sie, ihre abwegigen Dogmen zu propagieren. Sie lässt unberechtigte Personen unerkannter Identität rein – (",-1
195469,Prima!,GRÜNE,von Neuforn,CDU/CSU,Beatrix Philipp,2008-10-17,89954,"uchen keine Schnellschüsse und keinen Aktionismus, sondern Konsequenzen, die voraussetzen, dass man weiß, was in den Firmen passiert ist. Sie setzen voraus, dass man darüber bereits aufgeklärt ist, worin der Skandal besteht. Erst dann kann ich Maßnahmen ergreifen, und dabei sind wir.  (Silke Stokar ",-1
157717,Kaufen Sie sich  ein Insektenspray!,CDU/CSU,Michael Glos,SPD,Franz Müntefering,2005-06-16,72431,"ie bei Abgeordneten  des GRÜNE) Wir arbeiten für dieses Europa, auch was die Lösung der Probleme im Hinblick auf die soziale Ordnung angeht. Der Verfassungsvertrag, um den es geht, enthält entsprechende Vorgaben. Sie haben diesem Vertrag zugestimmt, auch wenn Sie darüber jetzt nicht mehr sprechen. (",-1
282959,Durch Trickserei bei der Steuerschätzung!,GRÜNE,Katja Dörner,CDU/CSU,Sylvia Pantel,2014-06-24,126574,"uns auch die Alternativen ansehen, die die Opposition in den vergangenen Wochen geboten hat: Da gab es Ausgabenwünsche ohne Ende. Unsere Koalition stellt dem Familienministerium fast 8 Milliarden Euro zur Verfügung und schafft es gleichzeitig, einen strukturell ausgeglichenen Haushalt vorzulegen.  (",-1
109597,Wir handeln schon seit dreieinhalb Jahren!,SPD,Peter Dreßen,FDP,Dr. Irmgard Schwaetzer,2002-04-26,57547,"in diesem Bereich wirklich eine aktivierende Sozialpolitik betreiben. (Beifall bei der FDP) Meine sehr geehrten Damen und Herren, es gibt eine Menge Ansätze in dem Unionsantrag, über die wir sicherlich weiter debattieren werden. Wichtig ist aber, dass nach dem 22. September endlich gehandelt wird. (",-1
107365,"Wenn Sie es sagen, nicht!",CDU/CSU,Hans-Peter Repnik,SPD,Jörg Tauss,2002-03-14,56760,"estohlen. Herr Koch ist es, der im Moment Unterschriften gegen das sammeln will, was Sie in Ihrem Antrag selbst fordern. Da das Wort „Heuchelei“ von der Frau Präsidentin wahrscheinlich gerügt würde, möchte ich von einer heuchlerischen Politik sprechen, die Sie hier betreiben. (Beifall bei der SPD – ",-1
61924,Verbesserung  der Härtefallregelung!,CDU/CSU,Wolfgang Zöller,GRÜNE,Marina Steindor,1998-06-18,39964,"hädigt haben und dort Massenarbeitslosigkeit hervorgerufen haben.  (Beifall beim GRÜNE  und bei der SPD)  Ich möchte jetzt zum zweiten Teil meiner Rede  kommen, nämlich zu der einfachen Frage: Was hat  die Regierungskoalition für den Patientenschutz in  dieser Legislaturperiode zustande gebracht?  (",-1
215275,Sie haben ja gar nichts zu sagen!,FDP,Sebastian Blumenthal,SPD,Gerold Reichenbach,2010-03-26,98274,"]: Und  was sagt er?) Er sagt: Durchwinken! (Michael Grosse-Brömer [CDU/CSU]: Und  was sagen Sie?) Das ist wieder das Gleiche: Es gibt nur Nachrichten von der schwarz-gelben Zankstelle, aber keinen Hinweis darauf, wie Sie sich in Zukunft bei diesem Thema positionieren wollen. (Beifall bei der SPD – ",-1
156076,Das wird  uns noch Leid tun!,CDU/CSU,Karl-Josef Laumann,GRÜNE,Dr. Thea Dückert,2005-05-13,72038,"gen.  (Karl-Josef Laumann [CDU/CSU]: Dazu stehe ich auch! – Ernst Hinsken [CDU/CSU]: Aber, aber, Frau Dückert!) Auch Sie, Herr Laumann, wissen, dass dieses Zunftwesen und diese Form der Handwerksordnung, die wir zum Glück modernisiert haben, in keinem unserer europäischen Nachbarländer existieren. (",-1
119353,Das geschieht am Sonntag!,CDU/CSU,von Klaeden,SPD,Rolf Hempelmann,2003-01-31,60093,"chaft auch entsprechend anerkannt würde. Nun gut, damit muss man leben. Nicht jedes Kind ist geliebt. (Beifall bei der SPD sowie bei Abgeordneten des GRÜNE – Dr. Peter Paziorek [CDU/CSU]: Nein, Herr Kollege Hempelmann, die Ergebnisse sind da nicht so! Bei Minijobs müsst ihr das zugestehen! – Eckart ",-1
246217,Sagen Sie  noch einmal Ihr Bundesland!,DIE LINKE,Dr. Gesine Lötzsch,CDU/CSU,Max Straubinger,2011-11-24,110152,". Dadurch haben wir die Chancen der Jugend stark erhöht. In meiner Heimat werben wir mitt-lerweile Auszubildende aus osteuropäischen Ländern an, um alle Lehrstellen besetzen zu können. (Dr. Heinrich L. Kolb [FDP]: Hört! Hört!) Das zeigt sehr deutlich, wie erfolgreich unsere Wirtschaftspolitik ist. (",-1
189884,Herr  Kauder! Frau Happach,CDU/CSU,Dr. Martina Krogmann,CDU/CSU,Peter Bleser,2008-04-24,87191,"m Stich, lässt die Verbraucher im Stich, lässt die Menschen vor Ort, die sich gegen den Anbau von Genmais zu Recht wehren, im Stich. Das ist nicht gut.  (Beifall bei Abgeordneten des GRÜNE)Gerade deshalb ist es zynisch, wenn jetzt Kauder – der Fraktionsvorsitzende der CDU/CSU – oder Happach- Kasan (",-1
29644,So ist es!,CDU/CSU,<unknown>,CDU/CSU,Egon Susset,1994-04-14,18600,asse  gebracht — mit einem relativ hohen Anteil an Prädikatsweinen.  Dennoch gibt die aktuelle Situation des Weinbaues  Anlaß zu ernsten Sorgen. Das Überangebot an Wein in  der Gemeinschaft läßt den Preisen für deutschen Wein  auch bei sehr guten Qualitäten leider Gottes kaum  Spielraum nach oben.  ,-1
283024,Na dann mal los!,CDU/CSU,Volker Kauder,DIE LINKE,Dr. Gregor Gysi,2014-06-25,126598," zur Mütterrente.  (Johannes Kahrs [SPD]: Hoffentlich auf der Sachebene! – Gegenruf der Abg. Dr. Petra Sitte [DIE LINKE]: Nun ist doch mal gut, Mensch!)  Da habe ich drei Fragen: an Sie, Frau Bundeskanzlerin, an Ihren Vizekanzler, Herrn Gabriel, und auch an Sie, Herr Fraktionsvorsitzender Kauder.  (",-1
451165,Wovor haben Sie denn Angst?,GRÜNE,Lamya Kaddor,CDU/CSU,Alexander Throm,2024-01-19,199959,"s entscheidet leider die Ampel mit ihrem Gesetz, Frau Kollegin Haßelmann, und Sie entscheiden es falsch. Anschließend an das, was ich zum Wahlvolk gesagt habe: Passen Sie auf, was Sie tun! Die meisten, die noch keine deutsche Staatsbürgerschaft beantragt haben, kommen aus der türkischen Community. (",-1
361508,Hauen Sie nicht aufs Pult!,AfD,Stephan Brandner,SPD,Mahmut Özdemir,2019-12-12,162992,"au Weidel? – Gegenruf von der CDU/CSU]: In der Schweiz!) von Spenden an die AfD, die von Spendern kommen, die teilweise nicht wissen, dass sie gespendet haben, von Sachleistungen, die gerne angenommen werden, die aber nirgendwo auftauchen, ganz zu schweigen. Die Landesparteizentrale der AfD in NRW (",-1
36734,Alle waren dagegen!,SPD,Tilo Braune,CDU/CSU,Dr. Christian Ruck,1995-05-11,23471,"nfug! -  Doris Odendahl [SPD]: Sie hätten gestern  zuhören müssen!)  Dies ist nicht unumstritten, meine Damen und Herren von der Opposition, wie ich höre. Man kann über  das Ob und Wie durchaus diskutieren. Ich möchte  allerdings davor warnen, aus unserem Vorschlag ein  zu großes Drama zu machen.  (",-1
62971,"Die Konsequenz ist doch, daß wir länger arbeiten müssen und nicht weniger!",FDP,Ulrich Heinrich,CDU/CSU,Johannes Singhammer,1998-11-11,40576,"Erwerbsbiographien und – Gott sei Dank – ein immer höheres Lebensalter bei Gesundheit und Rentenbezug auch bezahlt werden müssen, sagt nicht die Wahrheit und handelt intellektuell unredlich. Die Wahrheit heißt Umverteilung zu Lasten der kommenden Generationen. (Beifall bei der CDU/CSU und der FDP – ",-1
109477,Skandal!,FDP,Dirk Niebel,CDU/CSU,Hartmut Schauerte,2002-04-26,57525,"um Beispiel noch die Grünen und all das, was Sie an Vorstellungen zum Datenschutz im Kopf hatten. (Werner Schulz [Leipzig] [GRÜNE]: Hallo! Sie sehen uns immer noch!) Was wart ihr für Überzeugungstäter! Jetzt machen Sie Prangerlisten ohne rechtskräftige Verurteilung, Prangerlisten auf Verdacht hin, (",-1
199924,Das werde ich dem Markus aber sagen!,CDU/CSU,Wolfgang Zöller,GRÜNE,Nicole Maisch,2009-02-13,92128,cht durchsetzungsfähig wäre. Beim Umweltgesetzbuch ging das irgendwie ganz schnell. Vielleicht schicken Sie einmal Herrn Söder zu Frau Zypries. Dann klappt das vielleicht mit einem Girokonto für alle. (Beifall bei Abgeordneten des GRÜNE – Julia Klöckner [CDU/CSU]: Oh! Eine neue Freundschaft hier! – ,-1
128220,Sehr gut!,SPD,Joachim Stünker,CDU/CSU,Peter Weiß,2003-09-25,62883,"n umfangreicheren Verfahren jeweils nach zehn Verhandlungstagen die Verhandlung um bis zu einem Monat zu unterbrechen. Außerdem soll der Lauf der Unterbrechungsfristen nicht nur bei einer Erkrankung des Angeklagten, sondern auch bei der Erkrankung eines Richters oder eines Schöffen gehemmt werden. (",-1
150189,Wo denn?,GRÜNE,Rainder Steenblock,FDP,Jürgen Koppelin,2005-01-20,70060," gibt es Probleme in der Region. Das muss ich mit aller Deutlichkeit sagen. Schleswig-Holstein ist ein Land, das leider ausfällt, weil es auf deutscher Seite erhebliche Mängel bei der Zusammenarbeit gibt. Eigentlich ist es traurig, dass man das sagen muss. (Dr. Ernst Dieter Rossmann [SPD]: Bitte? – ",-1
130642,Demnächst wollen sie der Stromrechnung Prospekte beilegen!,GRÜNE,Markus Kurth,GRÜNE,Michaele Hustedt,2003-11-13,63793,"lten haben, ein Beleg. Sie haben nicht über Transparenz und Kosten gesprochen, sondern von Energiepolitik und davon, dass Sie einen Hinweis in Form eines Sternchens auf der Stromrechnung mit dem Text haben wollen: Bitte die Rede von Herrn Fuchs lesen, dann wissen Sie Bescheid. (Beifall beim GRÜNE – ",-1
348974,Richtig!,FDP,Christine Aschenberg-Dugnus,CDU/CSU,Erich Irlstorfer,2019-04-11,157745,ersorgung; denn hier fehlen Ihnen konkrete Pläne. Ich möchte auch etwas Generelles zum Antrag der AfD sagen: Die private Krankenversicherung ist eine Risikoversicherung; sie ist kein individueller Sparvertrag. Die Altersrückstellung wird für das Morbiditätsrisiko des gesamten Kollektivs kalkuliert (,-1
154881,"Das ist Unsinn! Sie sind nicht bereit, das zu tun, was notwendig wäre! Das ist das Problem!",FDP,Dr. Andreas Pinkwart,SPD,Uwe Beckmeyer,2005-04-21,71632,"enen Maßnahmen, ein positives Wort! Sie sitzen dort und sagen: zu wenig, zu viel; hin und her. Es ist reine Mäkelei. Daran erkennt man im Grunde auch Ihre generelle Taktik. Sie haben gar kein Interesse daran, dass es mit Deutschland vorangeht. (Beifall bei der SPD sowie bei Abgeordneten des GRÜNE – ",-1
304889,Schön wäre es!,DIE LINKE,Matthias W. Birkwald,CDU/CSU,Peter Weiß,2016-02-25,136986," Berufslebens noch einmal zu steigern. Also lautet die klare Botschaft dieser Legislaturperiode: CDU/CSU und SPD sorgen dafür, dass die erste Säule, die gesetzliche Rentenversicherung, stärker wird und auch in Zukunft der starke Arm der Altersvorsorge bleibt. (Beifall bei Abgeordneten der CDU/CSU – ",-1
104718,Das machen wir!,SPD,Heidemarie Wright,CDU/CSU,Norbert Schindler,2002-01-31,56115,"all bei der CDU/CSU und der FDP – Marita Sehn [FDP]: Wir schließen uns an!) Wenn Sie das nicht hinbekommen, weil Ihnen gegenüber Brüssel der Mut fehlt, dann sorgen Sie um Himmels willen in der sachlichen Auseinandersetzung bei der  7. Änderungsverordnung dafür, dass wir Rechtssicherheit schaffen.  (",-1
381442,Methodisch nacharbeiten!,DIE LINKE,Matthias W. Birkwald,CDU/CSU,Kai Whittaker,2021-01-14,173154,"chnitt liegt, in Zukunft diese SGB-II-Leistungen, Ihre Garantiesicherung, beziehen soll. Wir wollen nicht, dass die Hälfte in diesem Sozialstaat Leistungsbezieher ist, sondern wir wollen, dass die Menschen in Arbeit sind und ihr eigenes Geld verdienen können. (Beifall bei Abgeordneten der CDU/CSU – ",-1
236567,Gar nicht!,DIE LINKE,Halina Wawzyniak,SPD,Gabriele Fograscher,2011-05-26,106325,"n wir über Veränderungen bei der Zahl der Wahlkreise nach der nächsten Bundestagswahl. Noch ein Satz zum Gesetzentwurf der Linken. Er ist ein Sammelsurium von Wahlrechtsänderungen – es sind auch Grundgesetzänderungen dabei –, die mit dem Urteil des Bundesverfassungsgerichts nur wenig zu tun haben. (",-1
206441,Das wundert uns!,DIE LINKE,Klaus Ernst,FDP,Dr. Heinrich L. Kolb,2009-11-11,95554,"geht es darum, die Chancen für Arbeitslose und Langzeitarbeitslose auf eine Rückkehr in das Erwerbsleben möglichst optimal auszugestalten. Zum Schluss: Ich begrüße es, dass im Koalitionsvertrag eine Verständigung darüber herbeigeführt worden ist, dass es keinen gesetzlichen Mindestlohn geben wird, (",-1
