Unnamed: 0,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context,sentiment
5758,Ach  was!,CDU/CSU,Harald Rauen,SPD,Dietmar Schütz,1991-11-07,3655,en diese Wette hier  an.  Wir dürfen hier nicht nach der Parole verfahren:  Was kümmert mich mein Geschwätz von gestern!  Die sogleich einsetzende Abstimmung läßt sich  nicht mehr aufhalten. Das Kind fällt in den Brunnen.  Die frühzeitige Öffentlichkeitsbeteiligung wird nicht  durchgesetzt.  (Peter ,0
263147,"Die Milliarden, die  Sie vorher herausgekürzt haben!",SPD,Bettina Hagedorn,FDP,Dr. Claudia Winterstein,2012-11-22,117333,"enbeitragssatzes von 19,6 auf 18,9 Prozent und damit der  Senkung der Lohnnebenkosten gerade für einen weiteren  positiven Impuls für den Arbeitsmarkt. Sie, meine Damen und Herren von der Opposition, schlagen vor, mehr  Geld für Arbeitsmarktprogramme auszugeben – und das  gleich in Milliardenhöhe. (",1
35449,Was hat die SPD  in ihrer Regierungszeit getan?,CDU/CSU,<unknown>,SPD,Georg Pfannenstein,1995-03-09,22625,"nbefriedigenden Aktionen ist aber niemandem gedient, am allerwenigsten  dem Ökosystem Wald und dem Patienten Wald.  Nach nunmehr zwölfjähriger Tatenlosigkeit, einhergehend mit einem ausgeprägten Hang zur Verdrängung dieses die ganze Bevölkerung betreffenden  Problems, muß endlich gehandelt werden.  ",0
245825,Aber das waren doch nicht Sie!,SPD,Marco Bülow,CDU/CSU,Dr. Christian Ruck,2011-11-22,110015,ein. Deswegen ist auch der Ausbau der erneuerbaren Energien kein Selbstzweck. Wir alle haben gesagt: Ein entscheidender Pfeiler der Energiewende sind die erneuerbaren Energien. Gerade in den letzen zwei Jahren haben wir unter der christlich-liberalen Koalition gewaltige Ausbaufortschritte erzielt. (,1
81394,Das ist Politik!,CDU/CSU,Hans-Joachim Fuchtel,SPD,Jelena Hoffmann,2000-06-28,48389,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Der Entwurf der Bundesregierung zum Haushalt 2001 ist gerade fertig gestellt worden, da trommeln die Oppositionskollegen bereits zum Aufstand. Man muss sich schon fragen, was hinter Ihrem Aktionismus steckt. (",0
207134,"Na, na, na!",CDU/CSU,<unknown>,DIE LINKE,Klaus Ernst,2009-11-26,95769,"und Herren, Schwarz-Gelb lehnt eine weitere Förderung der Altersteilzeit ab. Das ist natürlich problematisch. Dieses Gesetz ist nämlich nicht von der SPD eingeführt worden, sondern es ist unter Schwarz- Gelb entstanden. (Elke Ferner [SPD]: So ist das!) Damals gab es in Ihren Reihen noch Sozialpoliti",1
195227,Das macht im Übrigen  der Bundesumweltminister!,SPD,<unknown>,CDU/CSU,Dr. Georg Nüßlein,2008-10-16,89758,". – Gleichzeitig werden in Frankreich zum Beispiel die Chemieunternehmen durch einen Staatskonzern – die Liberalisierung ist da nicht angekommen – mit billigem Strom subventioniert. Über diese Dinge müssen wir reden. Ich bin dem Bundeswirtschaftsminister dankbar, dass er das auch offen und klar tut.",0
159535,Das ist ein Fehler!,FDP,Dirk Niebel,CDU/CSU,Max Straubinger,2005-12-02,72944,"lich nachdenklich stimmen. Vor allen Dingen unter dem Gesichtspunkt des Erfahrungsschatzes, den ältere Arbeitnehmerinnen und Arbeitnehmer ins Erwerbsleben einbringen, müssen wir die Situation bei uns verbessern.  Wir werden die Geltungsdauer der Maßnahmen der so genannten 58er-Regelung verlängern. (",1
78825,Ich bin gerade im Untersuchungs,GRÜNE,Hans-Christian Ströbele,CDU/CSU,Dr. Wolfgang Götzer,2000-03-23,47340,"hrt Ihre Verweigerungshaltung, meine Damen und Herren von der Regie- Dieses Vorhaben wurde übrigens bei der Anhörung rungskoalition, dazu, dass das Vertrauen in den Rechtsdes Rechtsausschusses im Herbst vergangenen Jahres staat schwindet.  von der deutlichen Mehrheit der Sachverständigen begrüsst. (",0
316980,Genau so!,GRÜNE,Katja Keul,CDU/CSU,Tobias Zech,2017-02-15,142728," also an einer schlechten Wirtschaftspolitik, an einer schlechten Arbeitspolitik und an einer zu hohen Zahl von Arbeitslosen. Wenn man wirklich daran interessiert ist, Altersarmut in der Zukunft zu verhindern, dann muss man in Deutschland gute Jobs schaffen, eine gute Wirtschaftspolitik betreiben. (",2
446416,Erzählen Sie das doch! Ist es zurückgeholt worden oder nicht?,SPD,Michael Schrodi,DIE LINKE,Christian Görke,2023-11-17,198530," auf 47 Millionen Euro Rückzahlung für das Jahr 2009 verzichtet. (Michael Schrodi [SPD]: Es ist zurückgeholt worden! Herr Görke, ist es zurückgeholt worden oder nicht?) Meine Damen und Herren, das war es, was die zuständige Finanzbeamtin mit den Worten feierte: Der teuflische Plan ist aufgegangen. (",0
326753,"Sie sollen sich nicht bekennen, Sie sollen bauen!",GRÜNE,Kai Gehring,CDU/CSU,Dr. Stefan Kaufmann,2018-03-01,147582,"n Ihnen geforderte Trendumkehr bis 2021 schaffen. Was wir damit auch erreichen wollen, liebe Kolleginnen und Kollegen, ist eine weitere Stärkung der Stipendienkultur und auch der Begabtenförderung in Deutschland. Wir bekennen uns ausdrücklich auch zur Schaffung von weiterem studentischem Wohnraum. (",0
336446,"Was im Koalitionsvertrag steht, haben Sie schon gelesen?",SPD,Dr. Eva Högl,CDU/CSU,Philipp Amthor,2018-09-28,151898," Evrim Sommer [DIE LINKE]: Das ist populistisch!) Deswegen würde ich mich freuen, wenn Sie mit uns zum Beispiel eher über eine Ausweitung der Befugnisse reden. Das ist es, was wir brauchen, damit der Rechtsstaat mithalten kann, liebe Kolleginnen und Kollegen. (Beifall bei Abgeordneten der CDU/CSU – ",0
72071,Was ist rückwärtsgewandt?,SPD,Konrad Gilges,CDU/CSU,Heinz Schemken,1999-10-07,44669,"rgeld dar. Es wird dann gezahlt, wenn sowohl die erbrachten Eigenleistungen als auch die Winterbauumlage nicht mehr greifen. Sie stellen das ganze System jetzt rückwärtsgewandt eigentlich wieder auf den Kopf, wenn Sie diese von den Beitragszahlern aufzubringende ergänzende Leistung erhöhen wollen. (",0
436675,Das war jetzt alles?,SPD,Dr. Johannes Fechner,CDU/CSU,Katrin Staffler,2023-09-07,195315,"Ich danke Ihnen für Ihre Frage, weil solide und gute Haushaltsführung eine Frage der Prioritätensetzung ist. Ich sage Ihnen: Sie setzen einfach die falschen Prioritäten, insbesondere im Etat für Bildung und Forschung. (Beifall bei Abgeordneten der CDU/CSU – ",0
309078,Da hat sie recht!,CDU/CSU,von Stetten,SPD,Cansel Kiziltepe,2016-06-24,139165,"hlen, dass ich mir eine andere Lösung gewünscht hätte. Das ist auch die Meinung vieler meiner Kollegen. Umso mehr bedauere ich, dass es in den anderthalb Jahren der Beratungen keinen Gesetzentwurf der Länder zu dieser Frage gab. (Dr. h. c. Hans Michelbach [CDU/CSU]: Hört! Hört! – Christian Freiherr ",2
208304,Was wollen Sie denn jetzt? Wollen Sie ein fiskalisches Ziel oder Steuern?,CDU/CSU,Leo Dautzenberg,GRÜNE,Dr. Gerhard Schick,2009-12-17,96248,"haus [FDP]: Wer stellt das  fest?) Dr. Gerhard SchickDiese Situation kann man jetzt nutzen, um politisch eine Initiative zu ergreifen. Das würde die Frage nach der volkswirtschaftlichen Wirkung beantworten, die nämlich darin besteht, dass die volkswirtschaftlich unproduktiven Umsätze unterbleiben. (",0
285612,Was würden wir ohne Bayern machen?,GRÜNE,Özcan Mutlu,CDU/CSU,Katrin Albsteiger,2014-10-09,127780,"h die freiwerdenden Mittel aus dem Bereich des BAföG zu 90 Prozent in die Hochschulen und zu 10 Prozent in die Schulen. Das ist auch in Ordnung. Die Bürger werden zum Schluss ganz genau hinschauen, wer von uns verantwortlich mit den Bildungsausgaben umgeht und wer nicht.  (Beifall bei der CDU/CSU – ",0
345610,Dafür haben wir eine Thesaurierungsbegünstigung!,CDU/CSU,Fritz Güntzler,AfD,Stefan Keuter,2019-02-21,156077,"men- und Umsatzsteuer zugestanden werden. Allerdings ist das Verlangen der FDP, Kapitalgesellschaften sollten künftig nur noch 12,5 Prozent Körperschaftsteuer zahlen, anderen Steuerpflichtigen gegenüber – insbesondere den Personengesellschaften gegenüber – zutiefst ungerecht. (Beifall bei der AfD – ",0
258699,Oh! Sie sind ja toll!,FDP,Gisela Piltz,SPD,Christine Lambrecht,2012-09-13,115451,"t auch die Oppositionsfraktionen mitarbeiten.  Das wird dazu führen, dass wir, wenn es hoffentlich zum  Bruch dieser Chaostruppe bzw. Chaosregierung kommt,  ein wirksames und gültiges Wahlrecht haben. (Dr. Günter Krings [CDU/CSU]: Sie reden ja  von 2030!) Insofern: Wir sind bereit. Wir machen mit. (",1
411153,"Ja, weil Sie es nicht wollen!",AfD,Stephan Brandner,CDU/CSU,Daniela Ludwig,2022-11-10,187321,"auf einen Stellvertreter mit Füßen getreten? (Zuruf von der AfD: Genau darum geht es!) – Darum geht es heute ausdrücklich nicht. Wir haben im Ausschuss nochmals sehr eindeutig festgehalten, dass konkurrierende, bedingte oder eben parallele Vorschläge im zweiten Wahlgang nicht zulässig sind. Warum? (",0
94915,Irgendwann!,SPD,Bernd Reuter,CDU/CSU,Hubert Deittert,2001-05-31,53322,"tive mag unterschiedlich sein, je nachdem, ob man zur Regierungsmehrheit oder zur Opposition, also der parlamentarischen Minderheit, gehört, der ich im Augenblick angehöre. Aber das wird sich Gott sei Dank in absehbarer Zeit wieder ändern. Da bin ich ganz zuversichtlich.  (Beifall bei der CDU/CSU – ",0
284198,Genau das schlagen wir vor!,GRÜNE,Annalena Baerbock,CDU/CSU,Jens Koeppen,2014-07-04,127089,"rbara Lanzinger hat darauf hingewiesen, Herr Jurk auch –, logischerweise aber eine Brücke hin zu erneuerbaren Energien. Sie kann keine Brücke zu einem anderen fossilen Energieträger sein, aus meiner Sicht jedenfalls nicht. Anders als bei der Kernenergie müssen wir den Ausstieg synchron betreiben:  (",0
400913,Wer hat jetzt die Alarmstufe ausgerufen? Kann ich es noch mal hören?,CDU/CSU,Jens Spahn,SPD,Bengt Bergt,2022-06-23,184143,"ren. Es gibt sicher viel, das uns in dieser Situation weiterhilft. Und da haben Sie in den vergangenen Monaten sehr konstruktiv mitgearbeitet. Dafür danken wir Ihnen. Aber Angstmacherei gehört nicht dazu, meine Damen und Herren. (Beifall bei Abgeordneten der SPD und des Abg. Stefan Wenzel [GRÜNE] – ",0
428316,"Ja, sagen Sie mal was dazu!",AfD,Dr. Götz Frömming,SPD,Dunja Kreiser,2023-05-11,192828,"h! Zynisch!) die sich bereits seit Jahren, seit Jahrzehnten dafür einsetzen, dass hilfesuchende Menschen Schutz bekommen, und die sich für ihre Integration einsetzen. (Dr. Götz Frömming [AfD]: Was ist denn mit der deutschen Bevölkerung, die das alles erträgt und bezahlt?) – „Deutsche Bevölkerung“! (",0
266752,Er ist sehr  originell!,DIE LINKE,Wolfgang Gehrcke,CDU/CSU,Andreas G. Lämmel,2013-01-31,118778,"aben, und sind jetzt sozusagen der Friedensengel des Deutschen Bundestages. (Beifall bei der CDU/CSU und der FDP – Beifall bei der LINKEN – Dr. Dagmar Enkelmann  [DIE LINKE]: Blockflöte!) Wissen Sie, das ist schon ein starkes Stück. Mit Blick auf den Rüstungsexportbericht muss ich natürlich sagen: (",0
271114,Das ist dünnes  Eis! ,CDU/CSU,<unknown>,SPD,Brigitte Zypries,2013-04-18,120589,"zess durchgemacht haben. Das freut uns natürlich. (Beifall bei der SPD sowie bei Abgeordneten  des GRÜNE –  Michael Kretschmer [CDU/CSU]: Wir können  nichts dafür, dass die SPD nicht so lernfähig  ist!) – Die SPD hat es vielleicht nicht so nötig; das kann man  an verschiedenen anderen Dingen sehen. ",1
282592,Noch nicht einmal!,GRÜNE,Luise Amtsberg,SPD,Daniela Kolbe,2014-06-06,126467,"leicht nicht: Nach der geltenden Gesetzeslage dürfen Asylsuchende erst nach neun Monaten arbeiten und Geduldete erst nach zwölf Monaten. – Die Opposition hat das hier in ihren Redebeiträgen anklingen lassen, aber ein bisschen kleingeredet. Die Kollegin Amtsberg hat es als „Zückerchen“ bezeichnet.  (",1
396655,"Das ist sehr, sehr peinlich, was die AfD wieder abliefert! Peinlich!",GRÜNE,Ulle Schauws,AfD,Gereon Bollmann,2022-04-28,182377,"il zu definieren. Man könnte die Stelle also verfassungskonform durch die Familienministerin besetzen, wenn man denn bereit wäre, eine Bestenauswahl auch wirklich durchzuführen. Das ist doch nicht zu viel verlangt. Nur Mut, Frau Ministerin! Vielen Dank für die Aufmerksamkeit. (Beifall bei der AfD – ",1
170986,"1,5 Millionen  seit 2001!",FDP,Dr. Heinrich L. Kolb,CDU/CSU,Laurenz Meyer,2006-11-08,77964," wir sie uns für dieses Jahr erhofft haben.  Ich muss ganz offen sagen, dass ich es zu Beginn dieses Jahres nicht für möglich gehalten habe, dass wir innerhalb eines Jahres den Prozess, in dem über Jahre hinweg 400 000 bis 500 000 sozialversicherungspflichtige Arbeitsplätze verloren gegangen sind, (",0
459350,Das wissen wir alles! Wie soll das denn passieren?,AfD,Stephan Brandner,SPD,Dirk-Ulrich Mende,2024-04-24,202448,"gen. (Stephan Brandner [AfD]: Das war eine   FDP-Idee!) Wir müssen die vielen Perspektiven von unterschiedlichen Ebenen, von den Bürgerinnen und Bürgern, den  Ländern und den Kommunen, der Wissenschaft und  dem Parlament, mit einbeziehen. Darüber hinaus brauchen wir einen offenen Zugang zum Thema. (",0
357265,Aber Ihre!,AfD,Dr. Bernd Baumann,SPD,Frank Junge,2019-10-25,161490,"struktur entwickeln und Innovationen fördern. Das ist und bleibt der beste Weg, Regionen für Ansiedlungen attraktiv zu machen, aus denen dann Beschäftigung und Wertschöpfung entstehen. Ihre Phrasen, Floskeln und leeren Worte bringen uns bei der Bewältigung solcher Aufgaben keinen Millimeter voran. (",0
102,Das ist ja ganz neu!,SPD,<unknown>,CDU/CSU,Dr. Alfred Dregger,1991-03-13,99,"pt  aus, Herr Dregger!)  Meine Damen und Herren, wir werden Ihnen das  nicht ersparen. Zum Zeitpunkt der von uns vorgeschlagenen begrenzten Steuererhöhung läßt sich  rückblickend sagen: Natürlich hätte man schon 1990  eine Steuererhöhung sozusagen auf Vorrat ankündigen oder gar beschließen können.  ",0
305592,"Das tut wirklich weh! Es ist schmerzhaft, Ihnen zuzuhören!",GRÜNE,Uwe Kekeritz,CDU/CSU,Charles M. Huber,2016-03-17,137290," Regierung und der Bundesregierung nicht an. Im Gegenteil: Sie bezeichnet sie in ihrem Sprachjargon als eine imperialistische Geste, welche an den Geschädigten (Niema Movassat [DIE LINKE]: Herr Huber, ich kenne die Partei nicht einmal!) – lassen Sie mich ausreden, auch wenn es wehtut – vorbeigeht. (",1
141824,Da steht aber auch: Du sollst kein falsches Zeugnis geben wider deinen Nächsten!,SPD,Lothar Mark,CDU/CSU,Michael Glos,2004-09-08,67609," alles besser gemacht hätte, war überflüssig. Menschenrechtsverletzungen muss man gleichmäßig in der ganzen Welt verurteilen. Nur dann wird man glaubhaft. (Beifall bei der CDU/CSU sowie bei Abgeordneten der FDP) Ein letzter Punkt. In der Bibel steht, die Linke soll nicht wissen, was die Rechte tut.(",1
123381,Musikalische Verarmung ist das!,CDU/CSU,Steffen Kampeter,CDU/CSU,Dr. Günter Krings,2003-04-11,61209,"ts aus einer illegalen Quelle – Tendenz steigend. Wenn das deutsche Recht die Vervielfältigung aus einer illegalen Quelle für legal erklärt, kann ich mich als Rechtspolitiker mit einer solchen von Staats wegen erlaubten urheberrechtlichen Datenwäsche nur schwer abfinden.  (Beifall bei der CDU/CSU – ",1
67536,So eine Nullnummer!,CDU/CSU,Siegfried Hornung,SPD,Gerhard Schröder,1999-03-26,42626,"m zu vergleichen, was andere aus Edinburgh mitgebracht haben. (Beifall bei der SPD und dem GRÜNE) Auf diese Diskussion, die wir sicherlich noch mit großem Nachdruck und mit großem Interesse miteinander – in welchen Gruppierungen bei Ihnen auch immer – werden führen können, freuen wir uns wirklich. (",1
168969,"Genau, das ist ein guter  Mann!",SPD,Ute Kumpf,SPD,Ute Berg,2006-09-21,76874,"eschehen, und zwar überall in Deutschland. (Beifall bei der SPD) „Vorsprung durch Innovation ist der einzige Weg, um Wohlstand und Beschäftigung am Standort Deutschland zu sichern. Das Gebot der Stunde heißt Erneuerung“, so der Präsident der Fraunhofer-Gesellschaft, Professor Hans-Jörg Bullinger.  (",2
42950,Unglaublich!,SPD,<unknown>,CDU/CSU,Dr. Norbert Blüm,1996-02-02,27632,"chtsbereinigungsgesetzes, hat die SPD zugestimmt. Wenn das Diebstahl ist, dann haben Sie  Schmiere gestanden. Wie kommen Sie eigentlich  dazu, von Diebstahl zu reden?  (Beifall bei der CDU/CSU und der FDP -  Widerspruch bei der SPD)  Sie haben allem zugestimmt und rufen heute die  Katastrophe aus.  ",1
371954,Ach so! Genau!,DIE LINKE,Heike Hänsel,FDP,Gyde Jensen,2020-07-01,168089,"t es anders gesagt!) Sie im Rahmen der Ratspräsidentschaft, indem Sie als erste Amtshandlung auf EU-Ebene entsprechende personenbezogene Sanktionen gegen KP-Funktionäre anstreben und den EU-China-Gipfel absagen. Es ergibt momentan keinen Sinn, auf dieser Ebene zu diskutieren. (Beifall bei der FDP – ",2
146979,Jäger 90!,CDU/CSU,Steffen Kampeter,GRÜNE,Krista Sager,2004-11-24,69108,"der sind nicht mehr in der Lage, einen verfassungskonformen Haushalt aufzustellen – allen voran Hessen, aber auch das Saarland und Niedersachsen haben ihre Probleme. Gleichzeitig blockieren Sie, dass wir endlich an die Eigenheimzulage herangehen. Ich weiß, Sie können dieses Wort nicht mehr hören,  (",0
179443,Was ist mit dem Ehegattensplitting?,SPD,Nicolette Kressl,CDU/CSU,Paul Lehrieder,2007-06-22,82188,"Zunächst zu Ihnen, Frau Sager: Es geht nicht um eine Belohnung dafür, dass die Kinder zu Hause bleiben, sondern um einen Ausgleich. (Johannes Singhammer [CDU/CSU]: So ist es! – ",0
453278,"Ja, bei Ihrem Beitrag!",GRÜNE,Dr. Till Steffen,CDU/CSU,Philipp Amthor,2024-02-01,200356,"Frau Kollegin Rottmann, das lässt wirklich die Ernsthaftigkeit vermissen, (",0
245303,Aus rein wirtschaftlichen Erwägungen!,SPD,Ulrich Kelber,CDU/CSU,Alois Gerig,2011-11-11,109861," auch einmal eine Douglasie gepflanzt wird. (Harald Ebner [GRÜNE]: Eine ist okay! – Ulrich Kelber [SPD]: Sie schreiben ja nicht fest, wie oft!) Mit dem Waldklimafonds wird die Koalition ein geeignetes Instrument schaffen, um die Anpassung unserer Wälder an Klimaveränderungen finanziell zu fördern. (",0
102428,Also habt ihr euch auch über den Tisch ziehen lassen!,GRÜNE,Franziska Eichstädt-Bohlig,CDU/CSU,Josef Hollerith,2001-11-29,55426,"eg bereits 16 DM aufgrund der Mehrwertsteuer, erst im Nachgang erhalten dann die Investoren etwa 12 DM pro investierten 100 DM an Förderung. Meine sehr verehrten Damen und Herren, wir unterstützen die Entscheidung, dass der Verbraucherschutz in das Landwirtschaftsressort eingegliedert worden ist.  (",0
104527,"Ja, lesen müsste man können!",SPD,Ingrid Holzhüter,GRÜNE,Werner Schulz,2002-01-31,56092," Ich glaube, einen Teil können Sie sich selbst anrechnen. Insofern sollten Sie sich nicht nur mit Kritik an den letzten Jahren beschäftigen. Wem das nicht genügt, der sollte sich vielleicht einmal den jüngsten Wochenbericht des Deutschen Instituts für Wirtschaftsforschung vom 17. Januar anschauen. (",0
295475,Zu Recht!,DIE LINKE,Matthias W. Birkwald,DIE LINKE,Kersten Steinke,2015-06-11,132571,"kutiert wurden, so zum Beispiel zur abschlagsfreien Rente nach 45 Jahren Erwerbstätigkeit oder zur Abschaffung der Abschläge bei Erwerbsminderungsrenten. Ebenfalls sehr oft kritisierten Bürgerinnen und Bürger aus den ostdeutschen Bundesländern die unterschiedliche Rentenanpassung in Ost und West.  (",0
283930,Ach!,GRÜNE,Ulle Schauws,CDU/CSU,Alexander Hoffmann,2014-07-03,126935,"berin eine Frau in Betracht kommt, die deutlich geringer qualifiziert ist und dennoch den Vorzug erhält. Gerade für diese Variante, meine Damen, meine Herren von den Grünen, sieht Ihr Entwurf jedoch weder eine Relativierung noch eine Öffnungsklausel vor, weshalb er gegen das Grundgesetz verstößt.  (",0
286553,Bei Ihnen „Rendite!,DIE LINKE,Caren Lay,CDU/CSU,Karsten Möring,2014-10-17,128213,"ung“ nenne, dann kommt das Wort „Not“ als nächstes Wort. Wenn ich „Miete“ sage, dann kommt „Hai“, „Steigerung“, „Wucher“. Zwei dieser Varianten haben Sie in der Überschrift Ihres Antrages schon gewählt.  (Manfred Grund [CDU/CSU]: Bei „Eigentum“ kommt „Enteignung“! Mehr fällt ihnen dazu nicht ein! – ",0
67950,Sehr wahr!,CDU/CSU,Michael Glos,CDU/CSU,Dietrich Austermann,1999-05-04,42905,"sen, von der Bundesliga in Richtung Oberliga. Die Buchmacher verzeichneten daraufhin Rekordgewinne. Zum Erschrecken der zahlenden Zuschauer läuft er sich wieder am Spielfeldrand warm. Da wünscht man sich einen Manager, der den Transfer ins Ausland besorgt. (Heiterkeit bei Abgeordneten der CDU/CSU – ",0
312902,So ist es! Genauso ist es!,CDU/CSU,Dr. Jan-Marco Luczak,CDU/CSU,Dr. Volker Ullrich,2016-10-21,140811,"em Leistungsgedanken noch mit sozialer Marktwirtschaft zu tun haben. Das muss und das kann bereits nach geltendem Recht bearbeitet werden. Wenn Sie als Mitglied eines Aufsichtsrates eine zu hohe Vorstandsvergütung festlegen, dann sehen Sie sich unter Umständen den Vorwürfen der Untreue ausgesetzt. (",0
67351,Sie zerstören mit dem Gesetz ganze Branchen!,FDP,Ulrich Heinrich,SPD,Walter Riester,1999-03-25,42551," kennen doch die Beispiele von den selbständigen Kellnern und den selbständigen Auslieferungsfahrern. Sie sind in der Regel Arbeitnehmer, häufig allerdings unter Tarif bezahlt und sozial unzureichend abgesichert. Diese Beschäftigungsverhältnisse haben inzwischen ein gravierendes Ausmaß angenommen. (",0
159830,Richtig!,FDP,Dr. Heinrich L. Kolb,CDU/CSU,Stefan Müller,2005-12-15,73082,"in wird nicht dafür sorgen, dass in diesem Land neue Arbeitsplätze geschaffen werden.  (Dr. Heinrich L. Kolb [FDP]: Jetzt kommen  wir zum Punkt!) Natürlich ist es erforderlich, dass wir in der Wirtschafts- und Finanzpolitik die Rahmenbedingungen so setzen, dass neue Arbeitsplätze entstehen können. (",0
140816,Ja!,FDP,Ina Lenke,CDU/CSU,Michaela Noll,2004-06-18,67258,"stattgefunden haben – nämlich gar nicht, weil Sie die Behandlung des Themas permanent vertagt haben, den Punkt von der Tagesordnung heruntergenommen haben, es zu keinem Berichterstattergespräch kam –, wird verstehen, wenn ich sage, dass ich mittlerweile, gelinde gesagt, einen dicken Hals bekomme.  (",0
61890,Das ist wahr!,FDP,Möl lemann,CDU/CSU,Dr. Wolf Bauer,1998-06-18,39948,"menspiel zwischen Bundesoberbehörde, nachgeordneten Behörden und dem Stufenplanverfahren selbst  reibungslos funktioniert. Dabei ist zu bedenken, daß  vorschnelle und undifferenzie rte Informationen auch  zu einer Verunsicherung des Verbrauchers führen  können.  (Beifall bei der CDU/CSU - Jürgen W. ",0
273832,Keine einzige  Aussage zur Sache! Typisch!,CDU/CSU,Klaus-Peter Willsch,SPD,Dr. Hans-Peter Bartels,2013-06-05,121819,"d fließt weiter an die Firmen, oder? Das ist nicht  akkurat. Das ist Vortäuschung falscher Tatsachen. Herr  Minister, Ihr preußisches Image steht heute nicht für Genauigkeit und Gewissenhaftigkeit. Es steht für einen obrigkeitlichen Stil, den Sie pflegen, und der ist nicht gut  für die Bundeswehr. (",0
213688,Mein lieber  Gott!,SPD,Gernot Erler,FDP,Michael Link,2010-03-17,97812,"terschiedlicher Art und Weise man in einer solchen Situation vorgehen kann. (Zuruf von der FDP: Ja oder nein, Frau Wieczorek-Zeul? – Widerspruch der Abg. Heidemarie Wieczorek-Zeul [SPD]) Ich stelle fest: Es handelt sich hier um hochqualifizierte, über jeden Verdacht erhabene Mitarbeiter. (Dr. h. c. ",0
452318,Sie wohnen gar nicht in Deutschland!,GRÜNE,Sven-Christian Kindler,AfD,Dr. Alice Weidel,2024-01-31,200153,"ungen ist die Devise. Aber rationale Argumente erreichen Sie schon gar nicht mehr. Sie können Deutschland nicht gut regieren, und Sie wollen es nicht. Sie richten es zugrunde. Und ich sage Ihnen auch, warum: Weil Sie Ihr eigenes Land, weil Sie Deutschland hassen. (Lachen bei der SPD und dem GRÜNE – ",0
250357,Fangt damit mal an!,SPD,Rolf Hempelmann,FDP,Michael Kauch,2012-02-29,112030,"n. Deswegen machen wir diese Reform. Nun zu der Menge an Solaranlagen, in die wir investieren. Ich denke, dass die Grünen immer noch glauben: Immer mehr ist immer besser. Wir sind inzwischen aber in einer Situation, die erfordert, dass wir systemisch denken. (Lachen des Abg. Rolf Hempelmann [SPD] – ",0
440156,Sie schleifen doch das Klimaschutzgesetz!,CDU/CSU,Julia Klöckner,GRÜNE,Maik Außendorf,2023-10-11,196618,"ungen – auch ein Umstand, den die Union gerne mal ignoriert, genauso wie Sie das Urteil des Bundesverfassungsgerichts ignorieren, das uns vorgibt, effektiven Klimaschutz zu betreiben, um die Lebensgrundlagen und die Freiheit zukünftiger Generationen zu sichern. (Beifall bei Abgeordneten des GRÜNE – ",0
424934,Deswegen gehen die ja alle! Deswegen verlagern die ihre Arbeitsplätze!,AfD,Marc Bernhard,FDP,Konrad Stockmeier,2023-04-19,191714,"teffen Bilger [CDU/CSU]: Sie setzen sich nicht durch in Ihrer Koalition!) Schauen Sie sich doch den Winter an! Schauen Sie sich doch an, welche Maßnahmen wir ergriffen haben, um das Preisniveau so zu senken, dass es für Haushalte und Unternehmen in diesem Land einigermaßen bezahlbar geblieben ist! (",0
448224,"Er hat gesagt, der bisherige Tatbestand wäre viel zu eng!",AfD,Stephan Brandner,SPD,Esther Dilcher,2023-12-01,198961,"keln Sie aber den Menschen vor, Haushaltsuntreue sei gar nicht mehr strafbar. (Stephan Brandner [AfD]: Das hat der Kollege Seitz nicht gesagt! – Karsten Hilse [AfD]: Das hat der Herr Seitz nicht gesagt!) Das ist und bleibt eine falsche Information. Blicken Sie einmal selbst in Ihren Gesetzentwurf! (",0
15938,Sehr richtig!,CDU/CSU,Ernst Hinsken,CDU/CSU,Kurt J. Rossmanith,1992-11-26,9381,"n die Notwendigkeit einer  Sparpolitik, und zwar nicht nur für den Bund. Ich will  an dieser Stelle sehr deutlich sagen: Nicht nur der  Bund hat zu sparen, sondern auch die Länder und die  Kommunen, und dies schon in den Jahren 1993 und  1994, aber dies gilt ebenso für den Rest dieses Jahrzehnts.  (",0
23718,Das ist wohl wahr!,SPD,Doris Odendahl,CDU/CSU,Rainer Jork,1993-09-22,14353,"ind, daß  regionale Programme, Frauenprogramme usw. nötig  sind. Ich möchte das in der gebotenen Kürze nur  andeuten; auch das zeige ich Ihnen gerne.  Wir sollten uns, damit die Situation nicht weiter von  Jahr zu Jahr kritisch ist, darauf konzentrieren, was wir  die nächsten Jahre machen wollen.  (",0
24165,Wo ist denn der Staatsminister des Landes Bayern?,SPD,<unknown>,CDU/CSU,Ernst Hinsken,1993-09-29,14678,"aufenden Stahlverhandlungen in  Brüssel"" beantragen, und dann die Länder, die unmittelbar am stärksten betroffen sind, durch Abwesenheit  glänzen?  (Zuruf von der FDP: Sehr gut!)  Wo ist denn — ich möchte nicht sagen: der Ministerpräsident — der Wi rtschaftsminister des Landes Nordrhein-Westfalen?  ",0
