name,party,BT-Period
Karl Stockhausen,CDU,12
Hans-Gerd Strube,CDU,12
Dorothea Szwed,CDU,12
Cornelia Christiane Teichman,FDP,12
Günther Tietjen,SPD,12
Ferdinand Tillmann,CDU,12
Jürgen Timm,FDP,12
Hans-Günther Toetemeyer,SPD,12
Wolfgang Ullmann,GRÜNE,12
Roswitha Verhülsdonk,CDU,12
Friedrich Vogel,CDU,12
Hans-Jochen Vogel,SPD,12
Hans-Peter Voigt,CDU,12
Ruprecht Vondran,CDU,12
Ernst Waltemathe,SPD,12
Ralf Walter,SPD,12
Rudi Walther,SPD,12
Ingrid Walz,FDP,12
Alexander Warrikoff,CDU,12
Gerd Wartenberg,SPD,12
Barbara Weiler,SPD,12
Konrad Weiß,GRÜNE,12
Herbert Werner,CDU,12
Axel Wernitz,SPD,12
Gudrun Weyel,SPD,12
Gabriele Wiechatzek,CDU,12
Bertram Wieczorek,CDU,12
Dieter Wiefelspütz,SPD,12
Dorothee Wilms,CDU,12
Hermann Wimmer,SPD,12
Roswitha Wisniewski,CDU,12
Hans With,SPD,12
Jürgen Wohlrabe,CDU,12
Torsten Wolfgramm,FDP,12
Bernhard Worms,CDU,12
Uta Würfel,FDP,12
Burkhard Zurheide,FDP,12
Werner Zywietz,FDP,12
Baldur Wagner,CDU/CSU,12
Karl Jung,fraktionslos,12
Franz-Josef Feiter,fraktionslos,12
Manfred Overhaus,fraktionslos,12
Wighard Härdtl,CDU/CSU,12
Wilhelm Knittel,CDU/CSU,12
Clemens Stroetmann,CDU/CSU,12
Franz Kroppenstedt,fraktionslos,12
Hans-Joachim Fuchtel,CDU/CSU,12
Frerich Görts,CDU/CSU,12
Manfred Abelein,CDU,11
Karl Ahrens,SPD,11
Michael Albrecht,CDU,11
Andreas Amende,SPD,11
Max Amling,SPD,11
Dieter Annies,FDP,11
Hans Apel,SPD,11
Egon Bahr,SPD,11
Georg Bamberg,SPD,11
Martin Bangemann,FDP,11
Lothar Barthel,CDU,11
Harald Bauer,CDU,11
Karl Becker,CDU,11
Roland Becker,CDU,11
Lieselotte Berger,CDU,11
Kurt H. Biedenkopf,CDU,11
Kurt Biedenkopf,CDU,11
Alfred Biehle,CSU,11
Marianne Birthler,GRÜNE,11
Ingrid Bittner,PDS,11
Frank Bogisch,SPD,11
Jürgen Bohn,FDP,11
Hans-Jochim Brauer,GRÜNE,11
Alwin Brück,SPD,11
Josef Adalbert Brunner,CSU,11
Helmut Buschbom,CDU,11
Hermann Buschfort,SPD,11
Margit Conrad,SPD,11
Klaus-Peter Creter,CDU,11
Herbert Czaja,CDU,11
Hans Daniels,CDU,11
Wolfgang Daniels,GRÜNE,11
Klaus Daweke,CDU,11
Marlies Deneke,PDS,11
Gerhard Dewitz,CDU,11
Ernst Dörfler,GRÜNE,11
Werner Dollinger,CSU,11
Hans-Georg Dorendorf,CDU,11
Heidrun Dräger,SPD,11
Thomas Ebermann,GRÜNE,11
Jürgen Egert,SPD,11
Herbert Ehrenberg,SPD,11
Tay Eich,GRÜNE,11
Karl Eigen,CDU,11
Alfred Emmerlich,SPD,11
Matthias Engelsberger,CSU,11
Sabine Fache,PDS,11
Konrad Felber,FDP,11
Hermann Fellner,CSU,11
Walter Fiedler,CDU,11
Michael Fischer,CDU,11
Dora Flinner,GRÜNE,11
Sigrid Folz-Steinacker,FDP,11
Bernhard Friedmann,CDU,11
Michael Friedrich,PDS,11
Sieglinde Frieß,GRÜNE,11
Christina Fritsch,SPD,11
Honor Funk,CDU,11
Charlotte Garbe,GRÜNE,11
Joachim Gauck,GRÜNE,11
Ludwig Gerstein,CDU,11
Eicke Götz,CSU,11
Eberhard Goldhahn,CDU,11
Stefan Gottschall,CDU,11
Gundolf Gries,CDU,11
Horst Grunenberg,SPD,11
Martin Gutzeit,SPD,11
Dieter Haack,SPD,11
Ernst Haar,SPD,11
Hansjörg Häfele,CDU,11
Gerd Jürgen Häuser,SPD,11
Hildegard Hamm-Brücher,FDP,11
Jürgen Haschke,CDU,11
Volker Hauff,SPD,11
Hansheinz Hauser,CDU,11
Constantin Heereman von Zuydtwyck,CDU,11
Gerhard Heimann,SPD,11
Frank Heltzig,SPD,11
Karitas Dagmar Hensel,GRÜNE,11
Ralph Herberholz,SPD,11
Imma Hillerich,GRÜNE,11
Wolfgang Hinrichs,CDU,11
Peter Wilhelm Höffkes,CSU,11
Bertram Hönicke,CDU,11
Stefan Höpfinger,CSU,11
Ingeborg Hoffmann,CDU,11
Joachim Holz,CDU,11
Hans-Günter Hoppe,FDP,11
Willi Hoss,GRÜNE,11
Agnes Hürland,CDU,11
Agnes Hürland-Büning,CDU,11
Heinz Günther Hüsch,CDU,11
Uwe Hüser,GRÜNE,11
Hans Huyn,CSU,11
Gerhard Jahn,SPD,11
Günther Jansen,SPD,11
Philipp Jenninger,CDU,11
Wilhelm Jung,CDU,11
Joachim Kalisch,CDU,11
Manfred Kalz,SPD,11
Karl-August Kamilli,SPD,11
Sylvia-Yvonne Kaufmann,PDS,11
Petra Karin Kelly,GRÜNE,11
Norbert Kertscher,PDS,11
Günter Kiehm,SPD,11
Karl Kisslinger,SPD,11
Jürgen Kleditzsch,CDU,11
Heinrich Klein,SPD,11
Thomas Klein,PDS,11
Hubert Kleinert,GRÜNE,11
Gerry Kley,FDP,11
Wilhelm Knabe,GRÜNE,11
Dieter-Lebrecht Koch,CDU,11
Elmar Kolb,CDU,11
Almut Kottwitz,GRÜNE,11
Constanze Krehl,SPD,11
Reinhold Kreile,CSU,11
Matthias Kreuzeder,GRÜNE,11
Verena Krieger,GRÜNE,11
Hermann Kroll-Schlüter,CDU,11
Friedrich Kronenberg,CDU,11
Klaus-Dieter Kühbacher,SPD,11
Ursula Kugler,SPD,11
Max Kunz,CSU,11
Sabine Landgraf,DSU,11
Manfred Langner,CDU,11
Conrad-Michael Lehment,FDP,11
Michael Leja,CDU,11
Karl Heinz Lemmrich,CSU,11
Günther Leonhart,SPD,11
Helmut Link,CDU,11
Josef Linsmeier,CSU,11
Peter Lorenz,CDU,11
Egon Lutz,SPD,11
Dagmar Luuk,SPD,11
Dörte Martini zum Berge,CDU,11
Anke Riedel-Martiny,SPD,11
Anke Martiny,SPD,11
Alfred Mechtersheimer,GRÜNE,11
German Meneses Vogl,GRÜNE,11
Heinz Menzel,SPD,11
Heinz-Werner Meyer,SPD,11
Karl Miltner,CDU,11
Hans-Jürgen Misselwitz,SPD,11
Peter Mitzscherling,SPD,11
Luise Morgenstern,SPD,11
Marion Morgenstern,PDS,11
Marion Kober,PDS,11
Werner Nagel,SPD,11
Albert Nehm,SPD,11
Friedrich Neuhausen,FDP,11
Lorenz Niegel,CSU,11
Wilhelm Nöbel,SPD,11
Joachim Hubertus Nowack,CDU,11
Jutta Oesterle-Schwerin,GRÜNE,11
Ellen Olms,GRÜNE,11
Klaus-Dieter Osswald,SPD,11
Gisbert Paar,CDU,11
Doris Pack,CDU,11
Uwe Patzig,CDU,11
Günter Pauli,SPD,11
Peter Petersen,CDU,11
Matthias Platzeck,GRÜNE,11
Heinrich Pohlmeier,CDU,11
Konrad Porzner,SPD,11
Klaus Rauber,CDU,11
Stefanie Rehm,CDU,11
Annemarie Renger,SPD,11
Helga Brahmst-Rock,GRÜNE,11
Helga Rock,GRÜNE,11
Uwe Ronneburger,FDP,11
Norbert Roske,GRÜNE,11
Gabriele Rost,CDU,11
Rudolf Ruf,CDU,11
Wolfgang Rumpf,FDP,11
Bärbel Rust,GRÜNE,11
Alfred Sauter,CSU,11
Franz Sauter,CDU,11
Eberhard Scharf,CDU,11
Ernst Otto Volker Schemmel,SPD,11
Manfred Scherrer,SPD,11
Gertrud Schilling,GRÜNE,11
Frank Schmidt,CDU,11
Manfred Schmidt,SPD,11
Marie-Luise Schmidt,GRÜNE,11
Thomas Schmidt,DSU,11
Regula Schmidt-Bott,GRÜNE,11
Joachim Schmiele,DSU,11
Manfred Schneider,CDU,11
Reiner Schneider,CDU,11
Martina Schönebeck,PDS,11
Werner Schreiber,CDU,11
Richard Schröder,SPD,11
Thomas Schröer,SPD,11
Christian Friedrich Schultze,SPD,11
Gerhard Schulze,CDU,11
Michael Schumann,PDS,11
Heinz Schwarz,CDU,11
Per-René Seeger,SPD,11
Inge Segall,FDP,11
Karl-Ernst Selke,CDU,11
Peter Sellin,GRÜNE,11
Wolfgang Sieler,SPD,11
Heide Simonis,SPD,11
Dieter Spöri,SPD,11
Erwin Stahl,SPD,11
Anton Stark,CDU,11
Andreas Steiner,CSU,11
Waltraud Steinhauer,SPD,11
Klaus Steinitz,PDS,11
Volker Stephan,SPD,11
Dietrich Stobbe,SPD,11
Ulrich Stockmann,SPD,11
Roswitha Stolfa,PDS,11
Günter Straßmeir,CDU,11
Eckhard Stratmann,GRÜNE,11
Eckhard Stratmann-Mertens,GRÜNE,11
Franz Josef Strauß,CSU,11
Richard Stücklen,CSU,11
Ingeborg Tamm,CDU,11
Maria Luise Teubner,GRÜNE,11
Olaf Thees,CDU,11
Frank Tiesler,DSU,11
Helga Timm,SPD,11
Jürgen Todenhöfer,CDU,11
Willibald Toscher,CDU,11
Erika Trenz,GRÜNE,11
Hans-Jochen Tschiche,GRÜNE,11
Sabine Uecker,SPD,11
Dietmar-Richard Unger,CDU,11
Hermann Josef Unland,CDU,11
Gertrud Unruh,GRÜNE,11
Jürgen Vahlberg,SPD,11
Christa Vennegerts,GRÜNE,11
Bernd Voigtländer,SPD,11
Friedrich Voss,CSU,11
Heinz Wagner,CDU,11
Walter Wallmann,CDU,11
Hansjoachim Walther,DSU,11
Ludolf-Georg Wartenberg,CDU,11
Solveig Wegener,PDS,11
Karl Weinhofer,SPD,11
Dieter Weirich,CDU,11
Michael Weiss,GRÜNE,11
Werner Weiß,CDU,11
Heinz Westphal,SPD,11
Dietrich Wetzel,GRÜNE,11
Eugen Wiesche,SPD,11
Waltrud Will-Feld,CDU,11
Heike Wilms-Kegel,GRÜNE,11
Heinrich Windelen,CDU,11
Hans-Jürgen Wischnewski,SPD,11
Manfred Wörner,CDU,11
Dieter Wöstenberg,FDP,11
Lieselotte Wollny,GRÜNE,11
Thomas Wüppesahl,GRÜNE,11
Peter Würtz,SPD,11
Otto Wulff,CDU,11
Karl Fred Zander,SPD,11
Werner Zeitler,SPD,11
Friedrich Zimmermann,CSU,11
Hans Zimmermann,CDU,11
Otto Zink,CDU,11
Klaus-Otto Zirkler,FDP,11
Georg Zschornack,FDP,11
Ruth Zutt,SPD,11
Walter Althammer,CSU,10
Hendrik Auhagen,GRÜNE,10
Sabine Bard,GRÜNE,10
Sabine Bard-Kröniger,GRÜNE,10
Rainer Barzel,CDU,10
Gert Bastian,GRÜNE,10
Markus Berger,CDU,10
Franz-Josef Berners,CDU,10
Erich Berschkeit,SPD,10
Annemarie Borgmann,GRÜNE,10
Peter Boroffka,CDU,10
Gerhard Braun,CDU,10
Werner Broll,CDU,10
Gerhard Brosi,SPD,10
Walter Buckpesch,SPD,10
Eberhard Bueb,GRÜNE,10
Josef Bugl,CDU,10
Dieter Burgmann,GRÜNE,10
Hugo Collet,SPD,10
Franz Josef Conrad,CDU,10
Peter Corterier,SPD,10
Lothar Curdt,SPD,10
Christa Czempiel,SPD,10
Harm Dallmeyer,CDU,10
Heidemarie Dann,GRÜNE,10
Karl Delorme,SPD,10
Werner Dolata,CDU,10
Dieter Drabiniok,GRÜNE,10
Wolfgang Ehmke,GRÜNE,10
Karl-Arnold Eickmeyer,SPD,10
Wendelin Enders,SPD,10
Benno Erhard,CDU,10
Josef Ertl,FDP,10
Udo Fiebig,SPD,10
Gernot Fischer,SPD,10
Ulrich Fischer,GRÜNE,10
Egon Franke,SPD,10
Heinrich Franke,CDU,10
Horst Fritsch,GRÜNE,10
Haimo George,CDU,10
Paul Gerlach,CSU,10
Friedrich Gerstl,SPD,10
Eugen Glombig,SPD,10
Horst Gobrecht,SPD,10
Gabriele Gottwald,GRÜNE,10
Claus Grobecker,SPD,10
Lothar Haase,CDU,10
Wolfgang Hackel,CDU,10
Karl Haehser,SPD,10
Franz Handlos,CSU,10
Uwe Hansen,SPD,10
August Hanz,CDU,10
Klaus Hartmann,CSU,10
Rudolf Hauck,SPD,10
Klaus J. Hecker,GRÜNE,10
Klaus Hecker,GRÜNE,10
Günter Herterich,SPD,10
Ludwig Hettling,SPD,10
Erika Hickel,GRÜNE,10
Hannegret Hönes,GRÜNE,10
Klaus-Jürgen Hoffie,FDP,10
Hans-Joachim Hoffmann,SPD,10
Milan Horacek,GRÜNE,10
Martin Horstmeier,CDU,10
Antje Huber,SPD,10
Herbert Hupka,CDU,10
Klaus Immer,SPD,10
Gert Jannsen,GRÜNE,10
Hans-Jürgen Junghans,SPD,10
Hans Hugo Klein,CDU,10
Herbert W. Köhler,CDU,10
Herbert Köhler,CDU,10
Julius H. Krizsan,GRÜNE,10
Julius Krizsan,GRÜNE,10
Ursula Krone-Appuhn,CSU,10
Manfred Lahnstein,SPD,10
Heinz F. Landré,CDU,10
Heinz Landré,CDU,10
Torsten Lange,GRÜNE,10
Carl Otto Lenz,CDU,10
Renate Lepsius,SPD,10
Karl Liedtke,SPD,10
Jürgen Linde,SPD,10
Lothar Löffler,SPD,10
Paul Löher,CDU,10
Norbert Mann,GRÜNE,10
Werner Marx,CDU,10
Hans Matthöfer,SPD,10
Alfred Meininghaus,SPD,10
Alois Mertes,CDU,10
Reinhard Metz,CDU,10
Paul Mikat,CDU,10
Peter Milz,CDU,10
Helmuth Möhring,SPD,10
Adolf Müller,CDU,10
Joachim Müller,GRÜNE,10
Adolf Müller-Emmert,SPD,10
Hanna Neumeister,CDU,10
Rainer Offergeld,SPD,10
Martin Oldenstädt,CDU,10
Ernst Josef Pöppl,CSU,10
Eberhard Pohlmann,CDU,10
Walter Polkehn,SPD,10
Gabriele Potthast,GRÜNE,10
Fred Ranker,SPD,10
Heinz Rapp,SPD,10
Jürgen Reents,GRÜNE,10
Christa Reetz,GRÜNE,10
Helmut Rohde,SPD,10
Herbert Rusche,GRÜNE,10
Engelbert Sander,SPD,10
Walter Sauermilch,GRÜNE,10
Wolfgang Saurin,CDU,10
Henning Schierholz,GRÜNE,10
Georg Schlaga,SPD,10
Günter Schlatter,SPD,10
Norbert Schlottmann,CDU,10
Helga Schmedt,SPD,10
Adolf Schmidt,SPD,10
Christian Schmidt,GRÜNE,10
Helmut Schmidt,SPD,10
R. Martin Schmidt,SPD,10
Rudi Schmitt,SPD,10
Dirk Schneider,GRÜNE,10
Horst Schröder,CDU,10
Manfred Schulte,SPD,10
Stefan Schulte,GRÜNE,10
Helmut Schultz,CDU,10
Wolfgang Schwenk,SPD,10
Walter Schwenninger,GRÜNE,10
Hans-Werner Senfft,GRÜNE,10
Adolf Spies von Büllesheim,CDU,10
Franz Ludwig Schenk Stauffenberg,CSU,10
Ulrich Steger,SPD,10
Adolf Stockleben,SPD,10
Wilhelm Peter Stommel,CDU,10
Hans-Jürgen Stutzer,CDU,10
Heinz Suhr,GRÜNE,10
Willi Tatge,GRÜNE,10
Udo Tischer,GRÜNE,10
Günter Verheugen,SPD,10
Hans Verheyen,GRÜNE,10
Axel Vogel,GRÜNE,10
Kurt Vogelsang,SPD,10
Roland Vogt,GRÜNE,10
Ekkehard Voigt,CSU,10
Marita Wagner,GRÜNE,10
Willi Weiskirch,CDU,10
Gert Weisskirchen,SPD,10
Gerd Peter Werner,GRÜNE,10
Helmut Werner,GRÜNE,10
Helga Wex,CDU,10
Bruno Wiefel,SPD,10
Lothar Witek,SPD,10
Erich Wolfram,SPD,10
Richard Wurbs,FDP,10
Karin Zeitler,GRÜNE,10
Jochen Aerssen,CDU,9
Franz Amrehn,CDU,9
Gottfried Arnold,CDU,9
Heinz Assmann,SPD,9
Dieter Auch,SPD,9
Herbert Baack,SPD,9
Dietrich Bahner,CDU,9
Hans Bardens,SPD,9
Ursula Benedix,CDU,9
Ursula Benedix-Engler,CDU,9
Wolfram Bergerowski,FDP,9
Günter Biermann,SPD,9
Rolf Böhme,SPD,9
Hugo Brandt,SPD,9
Carola Braun-Stützer,FDP,9
Guido Brunner,FDP,9
Klaus Brunnstein,FDP,9
Reinhard Bühling,SPD,9
Karl Deres,CDU,9
Eberhard Diepgen,CDU,9
Klaus Dohnanyi,SPD,9
Ulrich Dübber,SPD,9
Eva Sibylle Engel,FDP,9
Björn Engholm,SPD,9
Brigitte Erler,SPD,9
Ekkehart Eymer,CDU,9
Peter Feile,SPD,9
Wolfgang Feinendegen,CDU,9
Rita Fromm,FDP,9
Klaus Gärtner,FDP,9
Erna-Maria Geier,CDU,9
Manfred Achim Geßner,SPD,9
Horst Ginnuttis,SPD,9
Matthias Ginsberg,FDP,9
Fritz-Joachim Gnädinger,SPD,9
Horst Haase,SPD,9
Karl-Heinz Hansen,SPD,9
Alo Hauser,CDU,9
Dieter Heistermann,SPD,9
Peter Heydt Freiherr von Massenbach,CDU,9
Rüdiger Hitzigrath,SPD,9
Friedrich Hölscher,FDP,9
Karl Hofmann,SPD,9
Erwin Holsteg,FDP,9
Hans Hubrig,CDU,9
Hans-Joachim Jentsch,CDU,9
Kurt Jung,FDP,9
Dietmar Kansy,CDU,9
Walther Leisler Kiep,CDU,9
Gottfried Köster,CDU,9
Horst Korber,SPD,9
Heinz Kreutzmann,SPD,9
Gerhard Kunz,CDU,9
Karl-Hans Lagershausen,CDU,9
Egon Lampersbach,CDU,9
Georg Leber,SPD,9
Kurt Leuschner,SPD,9
Peter Männing,SPD,9
Erhard Mahne,SPD,9
Manfred Marschall,SPD,9
Erich Meinike,SPD,9
Rolf Merker,FDP,9
Richard Müller,SPD,9
Karl-Heinz Narjes,CDU,9
Alfred Hubertus Neuhaus,CDU,9
Paul Neumann,SPD,9
Erke Noth,FDP,9
Alfons Pawelczyk,SPD,9
Heinz Pensky,SPD,9
Walter Picard,CDU,9
Elmar Pieroth,CDU,9
Karl-Heinz Popp,FDP,9
Heinz-Jürgen Prangenberg,CDU,9
Alois Rainer,CSU,9
Wolfgang Rayer,SPD,9
Friedhelm Rentrop,FDP,9
Dietrich Riebensahm,FDP,9
Horst-Ludwig Riemer,FDP,9
Burkhard Ritz,CDU,9
Paul Röhner,CSU,9
Klaus Rösch,FDP,9
Philip Rosenthal,SPD,9
Hans Georg Schachtschabel,SPD,9
Hermann Schätz,SPD,9
Friedel Schirmer,SPD,9
Marie Schlei,SPD,9
Hansheinrich Schmidt,FDP,9
Hermann Schmidt,SPD,9
Hans Werner Schmöle,CDU,9
Andreas von Schoeler,FDP,9
Heinz Schreiber,SPD,9
Diedrich Schröder,CDU,9
Helga Schuchardt,FDP,9
Willi-Peter Sick,CDU,9
Wilhelm Stöckl,SPD,9
Klaus Thüsing,SPD,9
Günter Topmann,SPD,9
Reinhard Ueberhorst,SPD,9
Kurt Ueberschär,SPD,9
Manfred Vohrer,FDP,9
Günter Volmer,CDU,9
Herbert Wehner,SPD,9
Richard Weizsäcker,CDU,9
Friedrich Wendig,FDP,9
Manfred Wimmer,SPD,9
Olaf Wrangel,CDU,9
Lothar Wrede,SPD,9
Günther Wuttke,SPD,9
Wolf-Dieter Zumpfort,FDP,9
Rudolf Adams,SPD,8
Conrad Ahlers,SPD,8
Heinrich Aigner,CSU,8
Siegbert Alber,CDU,8
Joachim Angermeyer,FDP,8
Walter Arendt,SPD,8
Hans-Jürgen Augstein,SPD,8
Frolinde Balser,SPD,8
Hans Batz,SPD,8
Alfons Bayerl,SPD,8
Walter Becher,CSU,8
Gerold Benz,CDU,8
Ulrich Berger,CDU,8
Johann Christoph Besch,CDU,8
Hermann Biechele,CDU,8
Philipp Bismarck,CDU,8
Bertram Blank,SPD,8
Rudolf Blügel,CDU,8
Erik Bernhard Blumenfeld,CDU,8
Lenelotte Bothmer,SPD,8
Ferdinand Breidbach,CDU,8
Werner Buchstaller,SPD,8
Albert Burger,CDU,8
Bernhard Bußmann,SPD,8
Karl Carstens,CDU,8
Manfred Coppik,SPD,8
Carl Damm,CDU,8
Nicolaus Dreyer,CDU,8
Hermann Dürr,SPD,8
Elfriede Eilers,SPD,8
Ludwig Erhard,CDU,8
Leo Ernesti,CDU,8
Ferdinand Erpenbeck,CDU,8
Hans Evers,CDU,8
Richard Ey,CDU,8
Heinz Eyrich,CDU,8
Ludwig Fellermaier,SPD,8
Willi Fischer,SPD,8
Gerhard Flämig,SPD,8
Katharina Focke,SPD,8
Hans Friderichs,FDP,8
Bruno Friedrich,SPD,8
Isidor Früh,CDU,8
Karl Fuchs,CSU,8
Liselotte Funcke,FDP,8
Franz Xaver Geisenhofer,CSU,8
Hans Gertzen,SPD,8
Karl Heinz Gierenstein,CSU,8
Georg Gölter,CDU,8
Johann Baptist Gradl,CDU,8
Kurt Gscheidle,SPD,8
Fritz Haberl,CSU,8
Hugo Hammans,CDU,8
Albrecht Hasinger,CDU,8
Kai-Uwe Hassel,CDU,8
Erich Henke,SPD,8
Egon Höhmann,SPD,8
Alex Hösl,CSU,8
Richard Jaeger,CSU,8
Hans Edgar Jahn,CDU,8
Johann Peter Josten,CDU,8
Heinrich Junker,SPD,8
Rudolf Kaffka,SPD,8
Kurt Georg Kiesinger,CDU,8
Egon Alfred Klepsch,CDU,8
Hans-Jürgen Klinker,CDU,8
Kurt Koblitz,SPD,8
Klaus Konrad,SPD,8
Wilhelm Krampe,CDU,8
Konrad Kraske,CDU,8
Paul Kratz,SPD,8
Horst Krockert,SPD,8
Max Künstler,CDU,8
Erwin Lange,SPD,8
Gerd Langguth,CDU,8
Dieter Lattmann,SPD,8
Lauritz Lauritzen,SPD,8
Hans Lemp,SPD,8
Helmut Lenders,SPD,8
Manfred Luda,CDU,8
Walther Ludewig,FDP,8
Hans August Lücker,CSU,8
Rudolf Luster,CDU,8
Werner Maihofer,FDP,8
Werner Marquardt,SPD,8
Kurt Mattick,SPD,8
Rolf Meinecke,SPD,8
Erich Mende,CDU,8
Heinrich Müller,SPD,8
Johannes Müller,CDU,8
Ernst Müller-Hermann,CDU,8
Franz-Josef Nordlohne,CDU,8
Norbert Nothhelfer,CDU,8
Alfred Ollesch,FDP,8
Willi Peiter,SPD,8
Helwin Peter,SPD,8
Walter Peters,FDP,8
Liselotte Pieser,CDU,8
Karl Ravens,SPD,8
Heinrich Reichold,CSU,8
Stephan Reimers,CDU,8
Paula Riede,CDU,8
Hermann Josef Russe,CDU,8
Karl-Heinz Saxowski,SPD,8
Botho Sayn-Wittgenstein-Hohenstein,CDU,8
Friedrich Schäfer,SPD,8
Albert Schedl,CSU,8
Hermann Scheffler,SPD,8
Martin Schetter,CDU,8
Adolf Scheu,SPD,8
Dieter Schinzel,SPD,8
Ursula Schleicher,CSU,8
Eckhard Schleifenbaum,FDP,8
Peter M. Schmidhuber,CSU,8
Peter Schmidhuber,CSU,8
Manfred Schmidt,CDU,8
Wolfgang Schmidt,SPD,8
Hermann Schmitt,SPD,8
Hermann Schmitt-Vockenhausen,SPD,8
Gerhard Schröder,CDU,8
Waldemar Schulze,SPD,8
Wolfgang Schwabe,SPD,8
Carl-Christoph Schweitzer,SPD,8
Olaf Schwencke,SPD,8
Horst Seefeld,SPD,8
Hellmut Sieglerschmidt,SPD,8
Hansmartin Simpfendörfer,SPD,8
Hermann Spillecke,SPD,8
Kurt Spitzmüller,FDP,8
Hermann Stahlberg,CDU,8
Heinz Starke,CSU,8
Reinhold Staudt,SPD,8
Olaf Sund,SPD,8
Manfred Sybertz,SPD,8
Hans-Adolf Terra,CDU,8
Albert Tönjes,SPD,8
Irma Tübler,CDU,8
Karl-Heinz Walkhoff,SPD,8
Hanna Walz,CDU,8
Kurt Wawrzik,CDU,8
Hubert Weber,SPD,8
Karl Weber,CDU,8
Martin Wendt,SPD,8
Werner Wilhelm,SPD,8
Hans Wissebach,CDU,8
Otto Wittmann,SPD,8
Kurt Wüster,SPD,8
Johann Wuwer,SPD,8
Franz Josef Zebisch,SPD,8
Gerhard Zeitel,CDU,8
Werner Zeyer,CDU,8
Erich Ziegler,CSU,8
Ernst Achenbach,FDP,7
Odal Alten-Nordheim,CDU,7
Jürgen Anbuhl,SPD,7
Claus Arndt,SPD,7
Klaus Dieter Arndt,SPD,7
Helmut Artzinger,CDU,7
Rudolf Augstein,FDP,7
Willi Bäuerle,SPD,7
Fritz Baier,CDU,7
Hermann Barche,SPD,7
Curt Becker,CDU,7
Friedrich Beermann,SPD,7
Walter Behrendt,SPD,7
Karl Wilhelm Berkhan,SPD,7
Karl Bewerunge,CDU,7
Kurt Birrenbach,CDU,7
Helmut Bockelberg,CDU,7
Rolf Böger,FDP,7
Holger Börner,SPD,7
Wenzel Bredl,SPD,7
Rolf Bremer,CDU,7
Klaus Bremm,CDU,7
Fritz Burgbacher,CDU,7
Herbert Christ,FDP,7
Rembert Delden,CDU,7
Günther Eckerland,SPD,7
Jan Eilers,CDU,7
Dietrich Elchlepp,SPD,7
Hans-Uwe Emeis,SPD,7
Otto Entrup,CDU,7
Erhard Eppler,SPD,7
Friedhelm Farthmann,SPD,7
Werner Ferrang,CDU,7
Otto Fircks,CDU,7
Karl-Hermann Flach,FDP,7
Ludwig Franz,CSU,7
Heinz Frehsee,SPD,7
Friedrich Wilhelm Freiwald,CDU,7
Göke D. Frerichs,CDU,7
Göke Frerichs,CDU,7
Hans Geiger,SPD,7
Karl Geldner,FDP,7
Horst Gerlach,SPD,7
Heinrich Gewandt,CDU,7
Hermann Götz,CDU,7
Carlo Graaff,FDP,7
Karl Martin Graß,CDU,7
Jürgen Grimming,SPD,7
Rötger Groß,FDP,7
Angela Grützmann,SPD,7
Herbert Gruhl,CDU,7
Detlef Haase,SPD,7
Ingeborg Häckel,CDU,7
Ingeborg Horak,CDU,7
Frank Haenschke,SPD,7
Kurt Härzschel,CDU,7
Friedhelm Halfmeier,SPD,7
Hugo Hauser,CDU,7
Bruno Heck,CDU,7
Rudolf Herbers,SPD,7
Hans Hermsdorf,SPD,7
Karl Herold,SPD,7
Roelf Heyen,SPD,7
Hermann Höcherl,CSU,7
Dieter Hussing,CDU,7
Günter Jaschke,SPD,7
Georg Kahn-Ackermann,SPD,7
Helmut Kater,SPD,7
Friedrich Kempfler,CSU,7
Karl-Hans Kern,SPD,7
Victor Kirst,FDP,7
Josef Klein,CDU,7
Georg Kliesing,CDU,7
Lothar Krall,FDP,7
Friedrich Kreibaum,FDP,7
Knut Kühlmann-Stumm,FDP,7
Alwin Kulawig,SPD,7
Hans Lautenschlager,SPD,7
Josef Löbbert,SPD,7
Fritz Logemann,FDP,7
Ulrich Lohmar,SPD,7
Barbara Lüdemann,FDP,7
Berthold Martin,CDU,7
Eugen Maucher,CDU,7
Hedwig Meermann,SPD,7
Linus Memmel,CSU,7
Werner Mertes,FDP,7
Günther Metzger,SPD,7
Josef Mick,CDU,7
Alex Möller,SPD,7
Heiner Möller,CDU,7
Karl Moersch,FDP,7
Karl-Heinz Mursch,CDU,7
Wilhelm Nölling,SPD,7
Hermann Oetting,SPD,7
Rudolf Opitz,FDP,7
Gerhard Orgaß,CDU,7
Wilderich Ostman von der Leye,SPD,7
Helmut Prassler,CDU,7
Wiltrud Rehlen,SPD,7
Hermann P. Reiser,SPD,7
Hermann Reiser,SPD,7
Klaus Richter,SPD,7
Gerd Ritgen,CDU,7
Siegfried Röhlig,SPD,7
Dietrich-Wilhelm Rollmann,CDU,7
Josef Rommerskirchen,CDU,7
Hans Roser,CSU,7
Walter Scheel,FDP,7
Ernst Schellenberg,SPD,7
Hildegard Schimschok,SPD,7
Josef Schmitt,CDU,7
Friedrich Schonhofen,SPD,7
Christa Schroeder,CDU,7
Klaus-Peter Schulz,SPD,7
Max Schulze-Vorberg,CSU,7
Rolf Schwedler,SPD,7
Philipp Seibert,SPD,7
Paul Heinrich Simon,SPD,7
Günter Slotta,SPD,7
